County,Month,CasesCount,TestsPer100K,ActiveCase,DeathCount,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,DailyVaccinations,TotalVaccinationsPerHundred,PeopleFullyVaccinatedPerHundred,vaccines
Anderson,January,55215,48508,496,86,,,,,,,
Anderson,February,133466,52924,218,106,,,,,,,
Anderson,March,148877,57308,39,112,,,,,,,
Anderson,April,142644,61842,49,119,,,,,,,
Anderson,May,148385,65879,185,125,,,,,,,
Anderson,June,143764,69349,100,132,,,,,,,
Anderson,July,147685,72846,42,133,,,,,,,
Anderson,August,146775,79966,203,138,,,,,,,
Anderson,September,147122,90278,846,170,,,,,,,
Anderson,October,156136,100260,608,197,,,,,,,
Andrews,January,19576,5265,210,40,,,,,,,
Andrews,February,46920,5877,153,46,,,,,,,
Andrews,March,53099,6424,36,48,,,,,,,
Andrews,April,53985,7023,48,48,,,,,,,
Andrews,May,56552,7524,12,48,,,,,,,
Andrews,June,55131,7786,6,48,,,,,,,
Andrews,July,57683,8221,17,48,,,,,,,
Andrews,August,61547,8896,89,49,,,,,,,
Andrews,September,72453,9739,297,52,,,,,,,
Andrews,October,85807,10554,148,55,,,,,,,
Angelina,January,50416,53841,884,208,,,,,,,
Angelina,February,125891,65244,566,255,,,,,,,
Angelina,March,145937,75136,236,271,,,,,,,
Angelina,April,144883,84467,180,278,,,,,,,
Angelina,May,152663,94379,98,282,,,,,,,
Angelina,June,148976,98934,56,287,,,,,,,
Angelina,July,155565,103310,107,288,,,,,,,
Angelina,August,168556,112050,882,304,,,,,,,
Angelina,September,186283,127841,1301,354,,,,,,,
Angelina,October,206983,139666,512,398,,,,,,,
Aransas,January,8429,10156,141,29,,,,,,,
Aransas,February,22961,12299,105,35,,,,,,,
Aransas,March,27497,14176,39,36,,,,,,,
Aransas,April,28176,15816,31,38,,,,,,,
Aransas,May,29747,16996,10,41,,,,,,,
Aransas,June,29301,17986,12,41,,,,,,,
Aransas,July,31818,19788,60,42,,,,,,,
Aransas,August,40602,22656,218,49,,,,,,,
Aransas,September,53772,25907,313,59,,,,,,,
Aransas,October,61484,28551,93,65,,,,,,,
Archer,January,7751,2840,13,9,,,,,,,
Archer,February,18675,3429,2,11,,,,,,,
Archer,March,21054,3740,1,12,,,,,,,
Archer,April,20551,3954,1,12,,,,,,,
Archer,May,21452,4133,2,12,,,,,,,
Archer,June,20880,4261,0,12,,,,,,,
Archer,July,21686,4358,2,12,,,,,,,
Archer,August,23180,4606,20,13,,,,,,,
Archer,September,26777,5234,22,15,,,,,,,
Archer,October,31822,5875,18,19,,,,,,,
Armstrong,January,1151,692,20,6,,,,,,,
Armstrong,February,2923,873,7,6,,,,,,,
Armstrong,March,3374,1012,1,6,,,,,,,
Armstrong,April,3812,1147,4,6,,,,,,,
Armstrong,May,4467,1262,0,6,,,,,,,
Armstrong,June,4502,1306,1,6,,,,,,,
Armstrong,July,4753,1441,3,7,,,,,,,
Armstrong,August,5155,1871,7,7,,,,,,,
Armstrong,September,5311,2070,7,7,,,,,,,
Armstrong,October,5807,2311,8,7,,,,,,,
Atascosa,January,39736,31412,342,107,,,,,,,
Atascosa,February,107742,46284,156,138,,,,,,,
Atascosa,March,127651,53722,46,148,,,,,,,
Atascosa,April,127211,63380,20,151,,,,,,,
Atascosa,May,134792,71618,23,151,,,,,,,
Atascosa,June,133378,75897,23,152,,,,,,,
Atascosa,July,140494,78361,60,153,,,,,,,
Atascosa,August,159719,83980,267,163,,,,,,,
Atascosa,September,183553,94309,325,190,,,,,,,
Atascosa,October,203996,104771,89,203,,,,,,,
Austin,January,15780,13680,135,21,,,,,,,
Austin,February,41273,16280,69,29,,,,,,,
Austin,March,50129,18212,52,34,,,,,,,
Austin,April,52086,20117,30,34,,,,,,,
Austin,May,55793,22587,9,37,,,,,,,
Austin,June,54909,23728,4,37,,,,,,,
Austin,July,58239,24666,25,38,,,,,,,
Austin,August,64741,26466,109,41,,,,,,,
Austin,September,73851,29426,160,48,,,,,,,
Austin,October,83871,31991,76,52,,,,,,,
Bailey,January,6727,1935,25,16,,,,,,,
Bailey,February,15995,2098,12,18,,,,,,,
Bailey,March,18341,2257,9,19,,,,,,,
Bailey,April,18011,2427,1,20,,,,,,,
Bailey,May,18836,2604,1,20,,,,,,,
Bailey,June,18522,2767,1,20,,,,,,,
Bailey,July,19414,2872,2,20,,,,,,,
Bailey,August,19785,2992,12,22,,,,,,,
Bailey,September,19980,3262,13,25,,,,,,,
Bailey,October,21275,3521,9,25,,,,,,,
Bandera,January,8689,7691,72,20,,,,,,,
Bandera,February,24626,9535,53,25,,,,,,,
Bandera,March,28816,11053,13,27,,,,,,,
Bandera,April,28819,12512,10,27,,,,,,,
Bandera,May,31102,13596,14,28,,,,,,,
Bandera,June,31195,14382,8,28,,,,,,,
Bandera,July,33104,15154,20,31,,,,,,,
Bandera,August,38313,16495,90,36,,,,,,,
Bandera,September,44550,18515,102,45,,,,,,,
Bandera,October,50315,20349,58,53,,,,,,,
Bastrop,January,42678,45593,611,62,,,,,,,
Bastrop,February,178231,56481,1356,82,,,,,,,
Bastrop,March,206470,63366,283,91,,,,,,,
Bastrop,April,207286,70328,252,93,,,,,,,
Bastrop,May,222041,76928,208,97,,,,,,,
Bastrop,June,218371,81880,89,101,,,,,,,
Bastrop,July,231780,86103,210,107,,,,,,,
Bastrop,August,262697,96169,873,120,,,,,,,
Bastrop,September,295260,111869,1032,149,,,,,,,
Bastrop,October,325254,123107,412,171,,,,,,,
Baylor,January,1328,1635,5,10,,,,,,,
Baylor,February,3324,1907,1,12,,,,,,,
Baylor,March,3794,2148,0,13,,,,,,,
Baylor,April,3750,2258,0,13,,,,,,,
Baylor,May,3906,2341,0,13,,,,,,,
Baylor,June,3815,2380,0,13,,,,,,,
Baylor,July,4029,2436,1,13,,,,,,,
Baylor,August,4266,2867,2,13,,,,,,,
Baylor,September,5216,4701,11,16,,,,,,,
Baylor,October,5939,5446,10,21,,,,,,,
Bee,January,33390,32698,316,56,,,,,,,
Bee,February,83389,37851,161,65,,,,,,,
Bee,March,95047,41561,27,70,,,,,,,
Bee,April,92998,45113,16,73,,,,,,,
Bee,May,96495,48304,12,74,,,,,,,
Bee,June,93995,51455,11,75,,,,,,,
Bee,July,98611,54376,41,77,,,,,,,
Bee,August,112298,61639,359,84,,,,,,,
Bee,September,128628,69243,427,110,,,,,,,
Bee,October,139412,74976,89,126,,,,,,,
Bell,January,213383,198044,2151,262,,,,,,,
Bell,February,558233,230516,1072,365,,,,,,,
Bell,March,653899,251936,368,402,,,,,,,
Bell,April,658003,275613,300,419,,,,,,,
Bell,May,698461,297993,199,433,,,,,,,
Bell,June,677396,314188,177,449,,,,,,,
Bell,July,718756,332103,686,462,,,,,,,
Bell,August,814925,361975,2409,532,,,,,,,
Bell,September,914600,406758,2958,646,,,,,,,
Bell,October,1026722,448061,1506,705,,,,,,,
Bexar,January,1613610,1241819,31218,2418,,,,,,,
Bexar,February,4405843,1688079,19360,3091,,,,,,,
Bexar,March,5281013,1930924,5008,3388,,,,,,,
Bexar,April,5292825,2290767,4289,3500,,,,,,,
Bexar,May,5653069,2601854,4008,3582,,,,,,,
Bexar,June,5553482,2832136,2092,3635,,,,,,,
Bexar,July,5853869,2966213,4024,3688,,,,,,,
Bexar,August,6631979,3232498,20096,4042,,,,,,,
Bexar,September,7399244,3684248,19830,4740,,,,,,,
Bexar,October,8094071,4107223,8582,5092,,,,,,,
Blanco,January,3376,4607,30,13,,,,,,,
Blanco,February,15544,5637,130,19,,,,,,,
Blanco,March,17805,6185,18,20,,,,,,,
Blanco,April,17750,6724,14,20,,,,,,,
Blanco,May,18874,7293,12,20,,,,,,,
Blanco,June,18938,7724,14,21,,,,,,,
Blanco,July,20140,8078,15,21,,,,,,,
Blanco,August,22403,8750,65,23,,,,,,,
Blanco,September,25117,10248,145,27,,,,,,,
Blanco,October,27811,11509,71,28,,,,,,,
Borden,January,140,128,0,0,,,,,,,
Borden,February,367,152,0,2,,,,,,,
Borden,March,542,174,2,2,,,,,,,
Borden,April,660,193,1,2,,,,,,,
Borden,May,661,210,0,2,,,,,,,
Borden,June,630,219,0,2,,,,,,,
Borden,July,659,230,0,2,,,,,,,
Borden,August,682,244,1,2,,,,,,,
Borden,September,712,261,2,2,,,,,,,
Borden,October,872,283,2,2,,,,,,,
Bosque,January,10017,10991,123,24,,,,,,,
Bosque,February,35503,12180,211,31,,,,,,,
Bosque,March,40968,13130,41,33,,,,,,,
Bosque,April,40384,13931,18,33,,,,,,,
Bosque,May,42420,14502,15,34,,,,,,,
Bosque,June,41371,14934,4,36,,,,,,,
Bosque,July,43485,15439,23,37,,,,,,,
Bosque,August,47394,16465,133,41,,,,,,,
Bosque,September,51122,18215,176,50,,,,,,,
Bosque,October,55872,19855,68,55,,,,,,,
Bowie,January,46245,61355,551,155,,,,,,,
Bowie,February,124037,69588,522,187,,,,,,,
Bowie,March,143367,76813,466,207,,,,,,,
Bowie,April,140643,82740,100,213,,,,,,,
Bowie,May,147430,86814,62,219,,,,,,,
Bowie,June,147224,90102,63,225,,,,,,,
Bowie,July,165004,93838,136,228,,,,,,,
Bowie,August,179649,100977,650,244,,,,,,,
Bowie,September,209071,113302,1233,291,,,,,,,
Bowie,October,233061,121883,395,323,,,,,,,
Brazoria,January,289204,249306,5655,301,,,,,,,
Brazoria,February,739842,295125,4188,385,,,,,,,
Brazoria,March,893555,334111,2289,445,,,,,,,
Brazoria,April,906666,371302,1519,489,,,,,,,
Brazoria,May,961599,411750,868,519,,,,,,,
Brazoria,June,942416,436410,407,534,,,,,,,
Brazoria,July,998157,458142,704,543,,,,,,,
Brazoria,August,1124389,502848,4599,612,,,,,,,
Brazoria,September,1284287,568562,6778,749,,,,,,,
Brazoria,October,1441782,619525,3094,822,,,,,,,
Brazos,January,177850,184417,1625,177,,,,,,,
Brazos,February,461115,220912,1139,214,,,,,,,
Brazos,March,578879,246528,898,235,,,,,,,
Brazos,April,653188,271612,576,250,,,,,,,
Brazos,May,706287,291990,302,255,,,,,,,
Brazos,June,711216,304583,186,260,,,,,,,
Brazos,July,748112,316427,226,264,,,,,,,
Brazos,August,788044,340620,749,285,,,,,,,
Brazos,September,855642,405362,1773,322,,,,,,,
Brazos,October,1010926,446054,1420,347,,,,,,,
Brewster,January,10397,8025,41,12,,,,,,,
Brewster,February,22116,8838,6,15,,,,,,,
Brewster,March,25262,9486,17,16,,,,,,,
Brewster,April,24941,9935,12,16,,,,,,,
Brewster,May,25986,10227,7,16,,,,,,,
Brewster,June,25206,10312,3,17,,,,,,,
Brewster,July,25984,10408,5,17,,,,,,,
Brewster,August,26252,10716,20,18,,,,,,,
Brewster,September,25775,11332,19,19,,,,,,,
Brewster,October,27086,12058,38,21,,,,,,,
Briscoe,January,795,592,15,4,,,,,,,
Briscoe,February,2035,684,7,4,,,,,,,
Briscoe,March,2385,757,2,5,,,,,,,
Briscoe,April,2652,816,2,5,,,,,,,
Briscoe,May,3007,866,0,6,,,,,,,
Briscoe,June,2935,906,1,6,,,,,,,
Briscoe,July,3219,952,4,6,,,,,,,
Briscoe,August,3618,1054,7,7,,,,,,,
Briscoe,September,3739,1185,4,7,,,,,,,
Briscoe,October,4202,1328,5,7,,,,,,,
Brooks,January,7250,12148,64,30,,,,,,,
Brooks,February,17734,14771,29,33,,,,,,,
Brooks,March,20256,17016,15,36,,,,,,,
Brooks,April,19939,19754,11,36,,,,,,,
Brooks,May,21132,23104,15,36,,,,,,,
Brooks,June,21245,25233,16,36,,,,,,,
Brooks,July,22527,25933,15,37,,,,,,,
Brooks,August,24147,27091,60,39,,,,,,,
Brooks,September,25331,29407,45,45,,,,,,,
Brooks,October,26978,31699,13,47,,,,,,,
Brown,January,20969,25293,470,88,,,,,,,
Brown,February,52259,30284,163,112,,,,,,,
Brown,March,60402,33176,62,117,,,,,,,
Brown,April,59251,36536,10,119,,,,,,,
Brown,May,62173,38799,9,121,,,,,,,
Brown,June,61578,40962,16,121,,,,,,,
Brown,July,65610,43200,43,124,,,,,,,
Brown,August,74378,48059,237,135,,,,,,,
Brown,September,86717,57341,405,154,,,,,,,
Brown,October,100181,62982,102,167,,,,,,,
Burleson,January,11342,10961,119,25,,,,,,,
Burleson,February,49314,13815,396,37,,,,,,,
Burleson,March,57529,15714,81,40,,,,,,,
Burleson,April,57861,17428,46,45,,,,,,,
Burleson,May,61268,19224,34,48,,,,,,,
Burleson,June,60290,20353,21,48,,,,,,,
Burleson,July,63561,21471,28,48,,,,,,,
Burleson,August,68077,23012,115,50,,,,,,,
Burleson,September,72689,26536,175,56,,,,,,,
Burleson,October,80160,29483,116,59,,,,,,,
Burnet,January,25105,26177,207,40,,,,,,,
Burnet,February,101775,31478,716,58,,,,,,,
Burnet,March,120743,35310,212,62,,,,,,,
Burnet,April,122026,38930,126,64,,,,,,,
Burnet,May,130380,42377,77,67,,,,,,,
Burnet,June,128107,44984,44,67,,,,,,,
Burnet,July,137427,47452,122,70,,,,,,,
Burnet,August,157475,52071,472,83,,,,,,,
Burnet,September,174276,59244,564,105,,,,,,,
Burnet,October,191160,65449,220,124,,,,,,,
Caldwell,January,31761,26783,237,61,,,,,,,
Caldwell,February,133803,33449,890,86,,,,,,,
Caldwell,March,154606,37151,158,94,,,,,,,
Caldwell,April,154312,40716,100,96,,,,,,,
Caldwell,May,164631,44251,102,98,,,,,,,
Caldwell,June,161413,46864,40,100,,,,,,,
Caldwell,July,170078,48904,85,101,,,,,,,
Caldwell,August,188071,53734,458,111,,,,,,,
Caldwell,September,201080,63652,691,134,,,,,,,
Caldwell,October,217722,70339,232,150,,,,,,,
Calhoun,January,16408,12549,101,14,,,,,,,
Calhoun,February,42997,15725,67,19,,,,,,,
Calhoun,March,52083,17544,39,23,,,,,,,
Calhoun,April,54133,19327,31,24,,,,,,,
Calhoun,May,58984,20717,37,24,,,,,,,
Calhoun,June,60330,21769,30,25,,,,,,,
Calhoun,July,63449,23466,20,25,,,,,,,
Calhoun,August,70261,25973,165,27,,,,,,,
Calhoun,September,77535,30613,162,32,,,,,,,
Calhoun,October,85372,33515,49,35,,,,,,,
Callahan,January,6352,7126,18,31,,,,,,,
Callahan,February,16129,8737,12,37,,,,,,,
Callahan,March,18324,9906,4,38,,,,,,,
Callahan,April,18117,10787,2,40,,,,,,,
Callahan,May,18983,11462,2,41,,,,,,,
Callahan,June,18604,11901,2,42,,,,,,,
Callahan,July,19315,12144,3,42,,,,,,,
Callahan,August,21028,12784,27,44,,,,,,,
Callahan,September,23222,14653,37,51,,,,,,,
Callahan,October,26308,16183,26,53,,,,,,,
Cameron,January,408826,210596,4866,1181,,,,,,,
Cameron,February,1018032,252217,4647,1349,,,,,,,
Cameron,March,1176632,287714,2354,1434,,,,,,,
Cameron,April,1182245,320783,1269,1468,,,,,,,
Cameron,May,1265656,352477,1022,1503,,,,,,,
Cameron,June,1251375,375023,749,1523,,,,,,,
Cameron,July,1336877,400528,1152,1541,,,,,,,
Cameron,August,1452876,439159,3892,1588,,,,,,,
Cameron,September,1527363,487478,3339,1704,,,,,,,
Cameron,October,1637325,523128,3093,1775,,,,,,,
Camp,January,8597,5556,132,34,,,,,,,
Camp,February,21727,6753,178,41,,,,,,,
Camp,March,24858,7570,149,42,,,,,,,
Camp,April,24451,8126,34,42,,,,,,,
Camp,May,25888,8565,12,43,,,,,,,
Camp,June,25572,8923,5,44,,,,,,,
Camp,July,27748,9344,16,45,,,,,,,
Camp,August,31266,10070,123,49,,,,,,,
Camp,September,35613,11519,155,59,,,,,,,
Camp,October,38717,12392,39,65,,,,,,,
Carson,January,2440,1943,23,12,,,,,,,
Carson,February,6473,2375,18,13,,,,,,,
Carson,March,8088,2728,14,14,,,,,,,
Carson,April,9975,3019,14,14,,,,,,,
Carson,May,11277,3309,2,14,,,,,,,
Carson,June,12203,3478,2,14,,,,,,,
Carson,July,13571,3633,3,14,,,,,,,
Carson,August,14543,3872,14,16,,,,,,,
Carson,September,14907,4241,21,20,,,,,,,
Carson,October,16402,4644,17,24,,,,,,,
Cass,January,12416,14274,102,65,,,,,,,
Cass,February,30628,16350,106,78,,,,,,,
Cass,March,35336,17872,89,81,,,,,,,
Cass,April,35369,19210,29,82,,,,,,,
Cass,May,37354,20205,22,83,,,,,,,
Cass,June,37553,20954,17,84,,,,,,,
Cass,July,44284,21863,65,87,,,,,,,
Cass,August,54536,24134,345,100,,,,,,,
Cass,September,70336,28166,516,130,,,,,,,
Cass,October,82947,30807,186,146,,,,,,,
Castro,January,7254,4553,27,27,,,,,,,
Castro,February,17788,5217,19,29,,,,,,,
Castro,March,20313,5769,9,31,,,,,,,
Castro,April,20913,6237,12,32,,,,,,,
Castro,May,22304,6570,3,32,,,,,,,
Castro,June,22251,6834,1,32,,,,,,,
Castro,July,23496,7012,2,32,,,,,,,
Castro,August,24501,7578,18,32,,,,,,,
Castro,September,25950,8475,28,34,,,,,,,
Castro,October,29155,9419,24,36,,,,,,,
Chambers,January,43662,7235,364,18,,,,,,,
Chambers,February,113081,8384,298,22,,,,,,,
Chambers,March,137662,9257,148,26,,,,,,,
Chambers,April,143440,10204,123,27,,,,,,,
Chambers,May,155644,11256,83,28,,,,,,,
Chambers,June,155384,11864,93,30,,,,,,,
Chambers,July,166659,12324,105,31,,,,,,,
Chambers,August,197173,13514,530,37,,,,,,,
Chambers,September,235040,15523,352,50,,,,,,,
Chambers,October,269123,16554,132,56,,,,,,,
Cherokee,January,25651,22424,162,109,,,,,,,
Cherokee,February,61572,26569,8,131,,,,,,,
Cherokee,March,69420,29572,0,137,,,,,,,
Cherokee,April,67533,32852,7,141,,,,,,,
Cherokee,May,69978,36040,22,145,,,,,,,
Cherokee,June,67940,38055,13,146,,,,,,,
Cherokee,July,70404,40145,40,148,,,,,,,
Cherokee,August,71354,45625,245,155,,,,,,,
Cherokee,September,73450,53208,303,191,,,,,,,
Cherokee,October,77191,58996,72,218,,,,,,,
Childress,January,15413,5649,46,15,,,,,,,
Childress,February,36453,6593,13,17,,,,,,,
Childress,March,40769,7284,5,17,,,,,,,
Childress,April,40043,7911,2,17,,,,,,,
Childress,May,41458,8449,2,17,,,,,,,
Childress,June,39997,8928,1,17,,,,,,,
Childress,July,41217,9249,4,17,,,,,,,
Childress,August,41597,9629,11,17,,,,,,,
Childress,September,42168,10277,37,19,,,,,,,
Childress,October,46200,11223,31,20,,,,,,,
Clay,January,10396,4136,24,13,,,,,,,
Clay,February,25307,5006,7,16,,,,,,,
Clay,March,28713,5739,3,16,,,,,,,
Clay,April,28068,6284,0,16,,,,,,,
Clay,May,29136,6645,1,16,,,,,,,
Clay,June,28401,6815,2,16,,,,,,,
Clay,July,29627,7161,6,17,,,,,,,
Clay,August,31316,7929,21,18,,,,,,,
Clay,September,35156,9231,35,22,,,,,,,
Clay,October,41202,10514,27,23,,,,,,,
Cochran,January,2459,862,12,12,,,,,,,
Cochran,February,6062,960,12,14,,,,,,,
Cochran,March,7036,1037,8,14,,,,,,,
Cochran,April,7540,1116,6,15,,,,,,,
Cochran,May,8142,1203,1,15,,,,,,,
Cochran,June,8165,1257,0,15,,,,,,,
Cochran,July,8560,1281,2,15,,,,,,,
Cochran,August,8919,1369,10,15,,,,,,,
Cochran,September,9814,1594,22,17,,,,,,,
Cochran,October,10941,1754,12,18,,,,,,,
Coke,January,2624,2752,27,10,,,,,,,
Coke,February,5943,3324,5,11,,,,,,,
Coke,March,7194,3603,14,12,,,,,,,
Coke,April,6664,3740,7,12,,,,,,,
Coke,May,6992,3902,5,13,,,,,,,
Coke,June,6750,3973,1,13,,,,,,,
Coke,July,6975,4085,1,13,,,,,,,
Coke,August,7235,4424,34,13,,,,,,,
Coke,September,8231,5240,60,15,,,,,,,
Coke,October,9176,5866,21,16,,,,,,,
Coleman,January,5400,4326,10,21,,,,,,,
Coleman,February,13154,5082,3,28,,,,,,,
Coleman,March,14847,5697,1,32,,,,,,,
Coleman,April,14501,5988,1,32,,,,,,,
Coleman,May,15115,6220,1,33,,,,,,,
Coleman,June,14727,6391,2,34,,,,,,,
Coleman,July,15781,6610,9,34,,,,,,,
Coleman,August,17854,7078,17,38,,,,,,,
Coleman,September,18705,7876,9,47,,,,,,,
Coleman,October,21104,8475,20,52,,,,,,,
Collin,January,714704,751729,4791,559,,,,,,,
Collin,February,1883296,901486,2675,734,,,,,,,
Collin,March,2203493,996765,1140,796,,,,,,,
Collin,April,2189491,1083486,918,821,,,,,,,
Collin,May,2315330,1165830,603,836,,,,,,,
Collin,June,2265391,1231572,349,845,,,,,,,
Collin,July,2382518,1297270,783,860,,,,,,,
Collin,August,2604778,1402885,3324,899,,,,,,,
Collin,September,2908409,1582060,4237,1008,,,,,,,
Collin,October,3212935,1724995,1954,1112,,,,,,,
Collingsworth,January,2099,1712,17,8,,,,,,,
Collingsworth,February,5219,2098,8,9,,,,,,,
Collingsworth,March,6129,2399,8,9,,,,,,,
Collingsworth,April,7054,2709,12,9,,,,,,,
Collingsworth,May,7629,2886,0,9,,,,,,,
Collingsworth,June,7448,3032,0,9,,,,,,,
Collingsworth,July,7736,3130,1,9,,,,,,,
Collingsworth,August,8031,3301,6,9,,,,,,,
Collingsworth,September,8222,3636,6,9,,,,,,,
Collingsworth,October,8826,4092,4,11,,,,,,,
Colorado,January,13564,11706,85,19,,,,,,,
Colorado,February,34956,13521,46,25,,,,,,,
Colorado,March,40790,15118,24,27,,,,,,,
Colorado,April,41271,16572,18,30,,,,,,,
Colorado,May,43687,18357,4,32,,,,,,,
Colorado,June,42740,19019,1,32,,,,,,,
Colorado,July,45427,19841,20,32,,,,,,,
Colorado,August,51193,21394,91,36,,,,,,,
Colorado,September,57188,24133,84,46,,,,,,,
Colorado,October,62858,26587,21,51,,,,,,,
Comal,January,51071,81725,692,212,,,,,,,
Comal,February,128609,101364,535,262,,,,,,,
Comal,March,154396,114574,267,283,,,,,,,
Comal,April,157831,127778,214,293,,,,,,,
Comal,May,175737,139943,282,300,,,,,,,
Comal,June,178174,148785,197,305,,,,,,,
Comal,July,197257,157808,419,315,,,,,,,
Comal,August,244266,173856,1329,352,,,,,,,
Comal,September,295263,196147,1387,411,,,,,,,
Comal,October,340133,216203,554,447,,,,,,,
Comanche,January,11177,7387,10,39,,,,,,,
Comanche,February,28595,8159,20,49,,,,,,,
Comanche,March,35758,8681,6,51,,,,,,,
Comanche,April,35083,9279,3,51,,,,,,,
Comanche,May,36421,9643,3,51,,,,,,,
Comanche,June,35461,9940,2,51,,,,,,,
Comanche,July,36959,10328,7,52,,,,,,,
Comanche,August,39902,11323,32,54,,,,,,,
Comanche,September,45282,13317,47,58,,,,,,,
Comanche,October,50779,15049,16,63,,,,,,,
Concho,January,1689,2121,28,5,,,,,,,
Concho,February,4252,2505,24,7,,,,,,,
Concho,March,6330,2828,36,8,,,,,,,
Concho,April,6958,3066,10,8,,,,,,,
Concho,May,8096,3272,36,8,,,,,,,
Concho,June,9579,3342,22,8,,,,,,,
Concho,July,10724,3421,17,8,,,,,,,
Concho,August,12012,3957,57,9,,,,,,,
Concho,September,12634,4857,41,9,,,,,,,
Concho,October,13176,5224,10,10,,,,,,,
Cooke,January,32521,22617,129,50,,,,,,,
Cooke,February,82773,25972,66,63,,,,,,,
Cooke,March,95743,28092,22,67,,,,,,,
Cooke,April,94425,29752,9,71,,,,,,,
Cooke,May,99397,31183,8,72,,,,,,,
Cooke,June,97103,32250,3,72,,,,,,,
Cooke,July,101002,33315,17,72,,,,,,,
Cooke,August,107657,35482,77,74,,,,,,,
Cooke,September,115126,39357,74,85,,,,,,,
Cooke,October,127038,42310,28,99,,,,,,,
Coryell,January,51486,70264,484,53,,,,,,,
Coryell,February,184344,78582,559,77,,,,,,,
Coryell,March,207271,85958,145,84,,,,,,,
Coryell,April,205296,92621,95,85,,,,,,,
Coryell,May,216889,98254,69,86,,,,,,,
Coryell,June,211430,103317,20,88,,,,,,,
Coryell,July,222788,108396,122,90,,,,,,,
Coryell,August,244764,117925,485,100,,,,,,,
Coryell,September,271124,132902,805,136,,,,,,,
Coryell,October,303246,145607,458,158,,,,,,,
Cottle,January,1610,1106,2,7,,,,,,,
Cottle,February,3813,1249,0,7,,,,,,,
Cottle,March,4390,1395,1,7,,,,,,,
Cottle,April,4290,1505,0,7,,,,,,,
Cottle,May,4433,1597,0,7,,,,,,,
Cottle,June,4290,1655,0,7,,,,,,,
Cottle,July,4453,1696,1,7,,,,,,,
Cottle,August,4653,1756,2,8,,,,,,,
Cottle,September,4850,1861,3,9,,,,,,,
Cottle,October,5402,1990,3,9,,,,,,,
Crane,January,2359,4012,5,11,,,,,,,
Crane,February,5691,4913,5,11,,,,,,,
Crane,March,6278,5457,2,12,,,,,,,
Crane,April,6079,5655,6,12,,,,,,,
Crane,May,6334,5824,5,12,,,,,,,
Crane,June,6238,5926,4,12,,,,,,,
Crane,July,6565,6505,13,12,,,,,,,
Crane,August,7045,6890,45,14,,,,,,,
Crane,September,7477,7667,75,15,,,,,,,
Crane,October,8440,8434,45,18,,,,,,,
Crockett,January,2559,2162,9,14,,,,,,,
Crockett,February,6033,2637,42,15,,,,,,,
Crockett,March,6738,2800,6,15,,,,,,,
Crockett,April,6549,2893,1,15,,,,,,,
Crockett,May,6702,2981,1,15,,,,,,,
Crockett,June,6498,3102,11,15,,,,,,,
Crockett,July,6765,3789,11,15,,,,,,,
Crockett,August,7059,4159,29,15,,,,,,,
Crockett,September,7193,4735,46,16,,,,,,,
Crockett,October,7526,5110,20,16,,,,,,,
Crosby,January,3238,3240,41,24,,,,,,,
Crosby,February,8366,3604,36,26,,,,,,,
Crosby,March,9965,3896,15,28,,,,,,,
Crosby,April,11215,4140,10,29,,,,,,,
Crosby,May,12199,4383,1,29,,,,,,,
Crosby,June,12876,4535,2,29,,,,,,,
Crosby,July,14288,4669,5,29,,,,,,,
Crosby,August,15186,5049,30,30,,,,,,,
Crosby,September,16118,5683,40,33,,,,,,,
Crosby,October,17665,6205,19,36,,,,,,,
Culberson,January,3597,1818,28,6,,,,,,,
Culberson,February,8824,2102,19,8,,,,,,,
Culberson,March,10124,2258,7,8,,,,,,,
Culberson,April,10042,2326,4,10,,,,,,,
Culberson,May,10440,2389,2,11,,,,,,,
Culberson,June,10144,2426,2,11,,,,,,,
Culberson,July,10482,2472,0,11,,,,,,,
Culberson,August,10539,2548,2,11,,,,,,,
Culberson,September,10454,2755,6,11,,,,,,,
Culberson,October,10993,2897,3,11,,,,,,,
Dallam,January,5446,1815,33,22,,,,,,,
Dallam,February,15517,2451,72,25,,,,,,,
Dallam,March,24111,3048,77,25,,,,,,,
Dallam,April,24432,3491,11,25,,,,,,,
Dallam,May,25812,3912,1,26,,,,,,,
Dallam,June,25082,4299,1,26,,,,,,,
Dallam,July,25962,4574,3,26,,,,,,,
Dallam,August,26565,4802,25,26,,,,,,,
Dallam,September,27829,5315,46,29,,,,,,,
Dallam,October,30549,6061,23,30,,,,,,,
Dallas,January,2623687,1861287,36793,2910,,,,,,,
Dallas,February,6682175,2210530,21581,3597,,,,,,,
Dallas,March,7727923,2428467,7603,3915,,,,,,,
Dallas,April,7637187,2627032,4523,4014,,,,,,,
Dallas,May,8036092,2805789,3345,4093,,,,,,,
Dallas,June,7852188,2942150,1864,4137,,,,,,,
Dallas,July,8234574,3077876,3485,4191,,,,,,,
Dallas,August,8825326,3333086,15333,4415,,,,,,,
Dallas,September,9467491,3714238,21498,4915,,,,,,,
Dallas,October,10462930,4032537,13932,5310,,,,,,,
Dawson,January,19734,8318,75,63,,,,,,,
Dawson,February,47544,9245,14,70,,,,,,,
Dawson,March,53156,10010,6,70,,,,,,,
Dawson,April,51804,10817,4,70,,,,,,,
Dawson,May,53813,11566,1,70,,,,,,,
Dawson,June,52209,12213,2,70,,,,,,,
